TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,DienTich_m2,Gia,Quan,Gia_m2,TongPhong,DienTich_per_Phong,TyLe_Ngu_Tam,Log_Gia
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,91.0,1.3,Huyện Nhà Bè,0.014285714285714287,4.0,30.333333333333332,0.6666666666666666,0.832909122935104
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,52.0,2.05,Quận Bình Thạnh,0.03942307692307692,2.0,26.0,0.5,1.1151415906193203
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,Phải,62.0,1.9,Huyện Nhà Bè,0.03064516129032258,4.0,20.666666666666668,0.6666666666666666,1.0647107369924282
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,56.0,2.08,Quận Bình Tân,0.037142857142857144,3.0,18.666666666666668,1.0,1.1249295969854831
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,100.0,0.0068,Quận Bình Thạnh,6.8e-05,5.0,25.0,1.0,0.006776984279023751
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,71.42,3.42,Huyện Nhà Bè,0.04788574628955474,4.0,23.80666666666667,0.6666666666666666,1.4861396960896067
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,52.0,2.95,Khác,0.05673076923076924,3.0,17.333333333333332,1.0,1.3737155789130306
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Bắc,Khác,Phải,75.0,2.5,Huyện Bình Chánh,0.03333333333333333,4.0,25.0,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Đông Bắc, Tây Nam,Phải,70.0,2.39,Thành phố Thủ Đức,0.03414285714285714,4.0,23.333333333333332,0.6666666666666666,1.220829921392359
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,71.0,2.2,Khác,0.03098591549295775,4.0,23.666666666666668,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,62.0,2.0,Khác,0.03225806451612903,4.0,20.666666666666668,0.6666666666666666,1.0986122886681098
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam,Khác,Phải,65.0,1.8,Khác,0.027692307692307693,4.0,21.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,51.0,1.78,Khác,0.03490196078431373,4.0,17.0,0.6666666666666666,1.0224509277025458
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,59.0,0.72,Huyện Bình Chánh,0.012203389830508475,3.0,19.666666666666668,1.0,0.5423242908253617
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,Phải,69.0,0.63,Khác,0.009130434782608696,4.0,23.0,0.6666666666666666,0.48858001481867097
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,56.0,1.68,Quận Bình Thạnh,0.03,4.0,18.666666666666668,0.6666666666666666,0.9858167945227653
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Bắc, Nam,KXĐ,69.0,1.6,Khác,0.02318840579710145,4.0,23.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,KXĐ,70.0,4.0,Quận Tân Bình,0.05714285714285714,2.0,35.0,0.5,1.6094379124341003
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Nam, Bắc,KXĐ,70.12,2.85,Khác,0.040644609241300624,4.0,23.373333333333335,0.6666666666666666,1.3480731482996928
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Đông,KXĐ,65.0,1.8,Khác,0.027692307692307693,3.0,21.666666666666668,1.0,1.0296194171811581
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Cao cấp,Khác,Khác,KXĐ,54.0,0.07,Thành phố Thủ Đức,0.0012962962962962965,2.0,27.0,0.5,0.06765864847381481
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,60.0,2.9,Khác,0.04833333333333333,2.0,30.0,0.5,1.3609765531356006
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,106.0,3.82,Thành phố Thủ Đức,0.036037735849056604,5.0,26.5,1.0,1.572773928062509
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,88.0,5.9,Thành phố Thủ Đức,0.06704545454545455,4.0,29.333333333333332,0.6666666666666666,1.9315214116032138
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,46.0,0.035,Huyện Nhà Bè,0.0007608695652173914,3.0,15.333333333333334,1.0,0.0344014267173324
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,1.57,Khác,0.023432835820895524,4.0,22.333333333333332,0.6666666666666666,0.9439058989071284
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam, Tây Bắc,Phải,68.0,0.435,Khác,0.006397058823529412,4.0,22.666666666666668,0.6666666666666666,0.3611648492115844
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Đông Nam, Tây Bắc,Phải,101.0,5.3,Thành phố Thủ Đức,0.05247524752475247,5.0,25.25,1.0,1.840549633397487
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,48.0,1.68,Khác,0.034999999999999996,4.0,16.0,0.6666666666666666,0.9858167945227653
 Đã bàn giao,4.0,3.0,Loại Văn Phòng, Giấy tờ khác,Thô, Đông Bắc, Đông Bắc,KXĐ,81.0,0.02,Khác,0.0002469135802469136,7.0,16.2,1.0,0.019802627296179712
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Nam, Bắc,KXĐ,68.0,3.18,Khác,0.046764705882352944,4.0,22.666666666666668,0.6666666666666666,1.430311246536665
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,81.0,2.75,Thành phố Thủ Đức,0.033950617283950615,5.0,20.25,1.0,1.3217558399823195
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Tây Bắc, Đông Nam,KXĐ,65.0,2.2,Khác,0.03384615384615385,4.0,21.666666666666668,0.6666666666666666,1.1631508098056809
 Chưa bàn giao,1.0,2.0,Loại Hạng Sang, Giấy tờ khác,Thô,Khác,Khác,KXĐ,80.0,0.245,Quận Phú Nhuận,0.0030625,3.0,40.0,0.3333333333333333,0.21913552991667093
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây,Khác,KXĐ,66.0,1.9,Thành phố Thủ Đức,0.028787878787878786,5.0,16.5,1.0,1.0647107369924282
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Đang chờ sổ,Thô, Đông Nam, Bắc,KXĐ,40.0,1.0,Quận Tân Phú,0.025,3.0,13.333333333333334,1.0,0.6931471805599453
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,69.0,2.65,Thành phố Thủ Đức,0.03840579710144927,4.0,23.0,0.6666666666666666,1.2947271675944
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác, Đông Nam,KXĐ,33.6,1.156,Thành phố Thủ Đức,0.0344047619047619,2.0,16.8,0.5,0.7682546530467507
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,KXĐ,70.0,4.0,Quận Tân Bình,0.05714285714285714,2.0,35.0,0.5,1.6094379124341003
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,53.0,1.5,Thành phố Thủ Đức,0.02830188679245283,3.0,17.666666666666668,1.0,0.9162907318741551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.95,Khác,0.026712328767123285,5.0,18.25,1.0,1.0818051703517284
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,60.45,1.69,Thành phố Thủ Đức,0.027956989247311825,4.0,20.150000000000002,0.6666666666666666,0.9895411936137477
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Tây Bắc,KXĐ,53.0,1.62,Thành phố Thủ Đức,0.03056603773584906,2.0,26.5,0.5,0.9631743177730056
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác, Đông Nam,Phải,78.0,2.3,Khác,0.029487179487179487,4.0,26.0,0.6666666666666666,1.1939224684724346
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Nam,KXĐ,91.0,5.0,Quận Phú Nhuận,0.054945054945054944,5.0,22.75,1.0,1.791759469228055
 Chưa bàn giao,1.0,1.0,Loại Hạng Sang, Giấy tờ khác,Đầy đủ,Khác,Khác,KXĐ,33.0,1.0,Khác,0.030303030303030304,2.0,16.5,0.5,0.6931471805599453
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,Phải,100.0,3.45,Quận Bình Tân,0.0345,5.0,25.0,1.0,1.4929040961781488
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,55.0,1.85,Thành phố Thủ Đức,0.03363636363636364,2.0,27.5,0.5,1.0473189942805592
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,70.45,3.42,Huyện Nhà Bè,0.04854506742370475,4.0,23.483333333333334,0.6666666666666666,1.4861396960896067
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,84.95,4.1,Thành phố Thủ Đức,0.048263684520306056,4.0,28.316666666666666,0.6666666666666666,1.62924053973028
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,30.0,0.458,Thành phố Thủ Đức,0.015266666666666668,2.0,15.0,0.5,0.37706563358646644
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,67.0,1.69,Khác,0.025223880597014924,4.0,22.333333333333332,0.6666666666666666,0.9895411936137477
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,83.2,0.6,Thành phố Thủ Đức,0.007211538461538461,5.0,20.8,1.0,0.4700036292457356
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,91.2,3.1,Thành phố Thủ Đức,0.03399122807017544,5.0,22.8,1.0,1.410986973710262
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,54.0,1.72,Thành phố Thủ Đức,0.03185185185185185,2.0,27.0,0.5,1.000631880307906
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Đông,Phải,63.0,2.85,Quận Tân Phú,0.04523809523809524,3.0,21.0,1.0,1.3480731482996928
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,56.0,0.399,Thành phố Thủ Đức,0.007125,3.0,18.666666666666668,1.0,0.3357576956833441
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông Bắc, Tây Nam,KXĐ,65.0,4.2,Khác,0.06461538461538462,3.0,21.666666666666668,1.0,1.6486586255873816
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,83.0,3.56,Khác,0.042891566265060244,4.0,27.666666666666668,0.6666666666666666,1.5173226235262949
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Nam, Đông Bắc,Phải,104.0,4.8,Quận Tân Phú,0.04615384615384615,5.0,26.0,1.0,1.7578579175523736
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,Phải,65.0,0.39,Khác,0.006,4.0,21.666666666666668,0.6666666666666666,0.3293037471426004
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác, Đông Nam,KXĐ,51.0,1.73,Thành phố Thủ Đức,0.03392156862745098,4.0,17.0,0.6666666666666666,1.0043016091968684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,62.0,2.0,Khác,0.03225806451612903,4.0,20.666666666666668,0.6666666666666666,1.0986122886681098
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,KXĐ,70.0,4.0,Quận Tân Bình,0.05714285714285714,2.0,35.0,0.5,1.6094379124341003
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,64.0,1.72,Quận Bình Tân,0.026875,4.0,21.333333333333332,0.6666666666666666,1.000631880307906
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây, Đông,KXĐ,52.0,2.32,Quận Bình Thạnh,0.04461538461538461,3.0,17.333333333333332,1.0,1.199964782928397
 Đã bàn giao,3.0,4.0,Loại Tập Thể, Đã có sổ,Thô, Nam, Nam,KXĐ,108.0,7.1,Thành phố Thủ Đức,0.06574074074074074,7.0,27.0,0.6,2.0918640616783932
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,80.0,3.85,Thành phố Thủ Đức,0.048125,5.0,20.0,1.0,1.5789787049493917
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,75.0,0.032,Thành phố Thủ Đức,0.00042666666666666667,4.0,25.0,0.6666666666666666,0.03149866705937099
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Đầy đủ,Khác,Khác,Phải,41.0,0.988,Quận Bình Tân,0.024097560975609757,2.0,20.5,0.5,0.6871291082343823
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam,Khác,Phải,55.0,1.99,Thành phố Thủ Đức,0.03618181818181818,3.0,18.333333333333332,1.0,1.095273387402595
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,56.0,1.6,Khác,0.028571428571428574,3.0,18.666666666666668,1.0,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,1.6,Thành phố Thủ Đức,0.023880597014925373,4.0,22.333333333333332,0.6666666666666666,0.9555114450274363
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,52.0,1.8,Khác,0.03461538461538462,3.0,17.333333333333332,1.0,1.0296194171811581
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,90.0,2.765,Thành phố Thủ Đức,0.030722222222222224,5.0,22.5,1.0,1.325747861251857
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ,Khác,Khác,KXĐ,56.4,1.25,Thành phố Thủ Đức,0.022163120567375887,3.0,18.8,1.0,0.8109302162163288
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,69.7,2.382050069,Thành phố Thủ Đức,0.034175754218077475,5.0,17.425,1.0,1.2184820549203208
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,1.4,Quận Gò Vấp,0.021538461538461538,4.0,21.666666666666668,0.6666666666666666,0.8754687373538999
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,85.0,4.1,Quận Tân Phú,0.04823529411764706,4.0,28.333333333333332,0.6666666666666666,1.62924053973028
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,47.0,1.745,Thành phố Thủ Đức,0.037127659574468085,2.0,23.5,0.5,1.009781074961494
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,30.0,1.49,Khác,0.049666666666666665,2.0,15.0,0.5,0.9122827104766162
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,86.0,4.5,Khác,0.05232558139534884,5.0,21.5,1.0,1.7047480922384253
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Đông,KXĐ,65.0,1.8,Khác,0.027692307692307693,3.0,21.666666666666668,1.0,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,2.52,Thành phố Thủ Đức,0.0336,4.0,25.0,0.6666666666666666,1.2584609896100056
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Văn Phòng, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,0.799,Thành phố Thủ Đức,0.010653333333333334,4.0,25.0,0.6666666666666666,0.5872309549683962
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,90.0,1.25,Quận Bình Thạnh,0.013888888888888888,5.0,22.5,1.0,0.8109302162163288
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,62.0,1.33,Khác,0.02145161290322581,4.0,20.666666666666668,0.6666666666666666,0.8458682675776092
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,75.0,2.35,Thành phố Thủ Đức,0.03133333333333333,4.0,25.0,0.6666666666666666,1.208960345836975
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,76.0,0.0034500000000000004,Khác,4.539473684210527e-05,4.0,25.333333333333332,0.6666666666666666,0.003444062402555096
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,80.0,2.0,Thành phố Thủ Đức,0.025,4.0,26.666666666666668,0.6666666666666666,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,86.0,1.35,Khác,0.015697674418604653,4.0,28.666666666666668,0.6666666666666666,0.8544153281560676
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,84.0,4.6,Quận Bình Thạnh,0.054761904761904755,5.0,21.0,1.0,1.7227665977411035
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,1.7,Thành phố Thủ Đức,0.026153846153846153,4.0,21.666666666666668,0.6666666666666666,0.9932517730102833
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Đã có sổ,Thô,Khác,Khác,KXĐ,35.0,0.8300000000000001,Quận Tân Bình,0.023714285714285716,2.0,17.5,0.5,0.6043159668533296
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây Nam, Đông Bắc,Phải,89.9,2.56,Thành phố Thủ Đức,0.02847608453837597,5.0,22.475,1.0,1.269760544863939
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,79.0,1.99,Khác,0.02518987341772152,4.0,26.333333333333332,0.6666666666666666,1.095273387402595
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Đông Bắc, Đông Nam,Phải,63.0,2.95,Quận Bình Thạnh,0.046825396825396826,3.0,21.0,1.0,1.3737155789130306
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,58.0,1.6,Thành phố Thủ Đức,0.027586206896551727,2.0,29.0,0.5,0.9555114450274363
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,52.0,2.95,Quận Bình Thạnh,0.05673076923076924,2.0,26.0,0.5,1.3737155789130306
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,71.0,2.1,Thành phố Thủ Đức,0.029577464788732397,4.0,23.666666666666668,0.6666666666666666,1.1314021114911006
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,60.45,1.69,Thành phố Thủ Đức,0.027956989247311825,4.0,20.150000000000002,0.6666666666666666,0.9895411936137477
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Nam, Bắc,Phải,85.0,4.9,Quận Phú Nhuận,0.05764705882352942,5.0,21.25,1.0,1.7749523509116738
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,66.0,3.2,Thành phố Thủ Đức,0.048484848484848485,4.0,22.0,0.6666666666666666,1.4350845252893227
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,54.0,1.62,Thành phố Thủ Đức,0.030000000000000002,2.0,27.0,0.5,0.9631743177730056
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,59.0,1.835,Thành phố Thủ Đức,0.031101694915254236,4.0,19.666666666666668,0.6666666666666666,1.0420419371797154
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây Bắc, Đông Nam,KXĐ,48.0,1.63,Khác,0.03395833333333333,4.0,16.0,0.6666666666666666,0.9669838461896731
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác, Đông Nam,KXĐ,78.0,2.6,Huyện Bình Chánh,0.03333333333333333,4.0,26.0,0.6666666666666666,1.2809338454620642
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông Bắc, Đông Bắc,KXĐ,70.0,1.883333,Khác,0.02690475714285714,4.0,23.333333333333332,0.6666666666666666,1.058946916668735
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,2.01,Khác,0.027534246575342463,4.0,24.333333333333332,0.6666666666666666,1.1019400787607843
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,59.0,1.55,Quận Tân Phú,0.02627118644067797,4.0,19.666666666666668,0.6666666666666666,0.9360933591703349
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Bắc, Nam,KXĐ,66.0,2.23,Khác,0.03378787878787879,4.0,22.0,0.6666666666666666,1.172482137234565
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,72.0,2.9,Quận Bình Thạnh,0.04027777777777777,4.0,24.0,0.6666666666666666,1.3609765531356006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Nam, Bắc,Phải,71.0,3.1,Quận Tân Phú,0.04366197183098592,4.0,23.666666666666668,0.6666666666666666,1.410986973710262
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,90.0,4.35,Thành phố Thủ Đức,0.04833333333333333,5.0,22.5,1.0,1.6770965609079151
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Tây, Đông,KXĐ,56.0,0.399,Khác,0.007125,3.0,18.666666666666668,1.0,0.3357576956833441
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông,Khác,Phải,81.0,2.18,Quận Gò Vấp,0.026913580246913583,4.0,27.0,0.6666666666666666,1.1568811967920856
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,52.0,2.49,Khác,0.04788461538461539,2.0,26.0,0.5,1.2499017362143359
